No,Station_Name,Address,Coordinate,Type,Longtitude,Latitude
33,สถานีเดินรถสุโขทัย,สถานีขนส่งเฉลิมพระเกียรติ จังหวัดสุโขทัย  ต.ปากแคว อ.เมือง  จ.สุโขทัย 64000,"17.014701,99.8119124",ที่ทำการ/จุดจำหน่ายตั๋ว,17.014701,99.8119124
34,สถานีเดินรถสวรรคโลก,110/7 - 8  ถ.จรดวิถีถ่อง ต.ในเมือง  อ.สวรรคโลก จ.สุโขทัย  64110,"17.311369,99.830363",ที่ทำการ/จุดจำหน่ายตั๋ว,17.311369,99.830363
35,สถานีเดินรถอยุธยา,24/4  ม.2  ถ.สายเอเซีย ต.ธนู  อ.อุทัย จ.พระนครศรีอยุธยา 13000,"14.351934,100.61226600000001",ที่ทำการ/จุดจำหน่ายตั๋ว,14.351934,100.612266
36,- จุดจอดเจ้าพรหม,ถ. นเรศวร ต.ประตูชัย อ.เมืองอยุธยา จ.พระนครศรีอยุธยา,"14.3585179,100.5723637",จุดจำหน่ายตั๋ว,14.3585179,100.5723637
37,สถานีเดินรถอุตรดิตถ์,9 - 11  ถ.พาดวารี ต.ท่าอิฐ  อ.เมือง จ.อุตรดิตถ์  53000,"17.610102000000001,100.086708",ที่ทำการ/จุดจำหน่ายตั๋ว,17.610102000000001,100.086708
38,สถานีเดินรถลำนารายณ์,27  ม.1  ต.ชัยนารายณ์ อ.ชัยบาดาล  จ.ลพบุรี 15130,"15.215158000000001,101.126876",ที่ทำการ/จุดจำหน่ายตั๋ว,15.215158000000001,101.126876
39,สถานีเดินรถคลองลาน,499  ม.4  ต.คลองน้ำไหล อ.คลองลาน  จ.กำแพงเพชร 62180,"16.196228999999999,
99.332724999999996",ที่ทำการ/จุดจำหน่ายตั๋ว,16.196228999999999,"
99.332724999999996"
40,สถานีเดินรถสิงห์บุรี,สถานีขนส่งจังหวัดสิงห์บุรี ถ.นายแท่น  ต.บางพุทรา อ.เมือง  จ.สิงห์บุรี 16000,"14.892951999999999,100.398717",ที่ทำการ/จุดจำหน่ายตั๋ว,14.892951999999999,100.398717
41,สถานีเดินรถอุทัยธานี,44  ถ.เติมศิริ  ต.อุทัยใหม่ อ.เมือง  จ.อุทัยธานี 61000,"15.387869,100.023155",ที่ทำการ/จุดจำหน่ายตั๋ว,15.387869,100.023155
42,- จุดจอดชัยนาท,53/46 ซ.โรงเรียนบ้านกล้วย ถ.วงษ์โต ต.ในเมือง อ.เมือง จ.ชัยนาท,"15.187257,100.125445",จุดจำหน่ายตั๋ว,15.187257,100.125445
43,สถานีเดินรถอ่างทอง,66/6 - 7  ม.5 ต.บ้านอิฐ  อ.เมือง จ.อ่างทอง  14000,"14.579825,100.48415799999999",ที่ทำการ/จุดจำหน่ายตั๋ว,14.579825,100.484157
44,- สถานีเดินรถอ่างทอง แห่งที่ 2,ตลาดอ่างทอง  ต.บ้านอิฐ  อ.เมือง จ.อ่างทอง,"14.594777,100.451641",จุดจอด/จุดจำหน่ายตั๋ว,14.594777,100.451641
45,สถานีเดินรถแม่ฮ่องสอน,144  ถ.ขุมลุมประพาส ต.จองคำ  อ.เมือง จ.แม่ฮ่องสอน  58000,"19.291288,97.959900",ที่ทำการ/จุดจำหน่ายตั๋ว,19.291288,97.959900
